Title,Body,Tags
postgresql date timezone,issue select date properly postgre store utc not convert date function properly convert timestamp date give wrong date past pm pst case starts_at column datatype timestamp without time zone query without convert pst timezone select starts_at schedule starts_at convert give select starts_at time zone pst schedule timezone neither convert correct date timezone," postgresql, datetime, timezone, postgresql-9.1, rails-postgresql"
customize disclosure cell view base nsoutlineview,try customize disclosure arrow appearance view base nsoutlineview see recommend use void outlineview nsoutlineview outlineview willdisplayoutlinecell id cell fortablecolumn nstablecolumn tablecolumn item id item delegate method achieve problem method not call reason custom cell view one item second header item may method not call view base outline view may something became break lion please shed light," macos, cocoa, osx-lion, nsoutlineview, disclosure"
convert string date bash,string format yyyymmdd string bash want get convert date date function use string date format ymd," string, bash, shell, unix, date"
render mesh multiple index,vertex datum position normal texture coordinate probably load obj file format maybe draw cube piece vertex datum index render mesh datum use opengl directd," opengl, opengl-es, webgl, direct3d, vulkan"
responsive site zoom flip portrait landscape ipad iphone,build responsive site use twitter bootstrap httpzarin mecce responsive design work great ipad iphone however flip device portrait landscape site zoom instead adapt screen pinch screen work miss viewport issue viewport code meta contentwidth device width initial scale nameviewport thank advance," orientation, responsive-design, viewport, screen-orientation, device-orientation"
x instruction bit register zero upper part full bit register,x tour intel manual read perhaps surprising fact instruction mov eax ebx automatically zero upper bit rax register intel documentation general purpose register bit mode manual basic architecture quote source tell bit operand generate bit result destination general purpose register bit operand generate bit result zero extend bit result destination general purpose register bit bit operand generate bit bit result upper bit bit respectively destination general purpose register not modify operation result bit bit operation intend bit address calculation explicitly sign extend register full bit x x assembly bit instruction mov ax bx not show kind strange behaviour upper word eax zero thus reason behaviour introduce first glance seem illogical reason might use quirk x assembly," assembly, x86, x86-64, cpu-registers, zero-extension"
convert [ ] byte int go programming,need create client server example tcp client side read number send server problem face not convert [ ] byte int communication accept datum type [ ] byte way convert [ ] byte int send int server sample code really appreciate thank," tcp, client-server, byte, type-conversion, go"
implement csrf protection ajax call use express js look complete example,try implement csrf protection app build use node js use express js framework app make abundant use ajax post call server understand connect framework provide csrf middleware not sure implement scope client side ajax post request bit piece question post stackoverflow yet find reasonably complete example implement client server side anyone work example care share implement example see assume render form server side send along embed csrf_token form field client side app content render client side include template via backbone js server provide value json format utilize various model backbone js client side understanding would need retrieve csrf_token via ajax first use however concern may problematic security standpoint valid concern," ajax, node.js, express, connect, csrf"
session timeout viewexpiredexception handling jsf primeface ajax request,find article useful non ajax request handle session expiration viewexpiredexception jsf not make use submit use ajax call suppose primeface dialog make post request use ajax session already time see page getting stick fix kind scenario post use ajax could redirect view expire page forward login page similar solution link jsf primeface glassfish," ajax, jsf-2, primefaces, session-timeout, viewexpiredexception"
r pass data frame reference,r pass value semantic minimize accidental side effect good thing however code organize many function method reusability readability maintainability code need manipulate large datum structure e g big datum frame series transformation operation pass value semantic lead lot copying datum around much heap thrash bad thing example data frame take mb heap pass function parameter copy minimum number time function call depth heap size bottom call stack n mb function return transform modify datum frame deep call chain copying go another n question good way avoid pass data frame around touch topic phrase way avoid directly ask pass reference question win answer basically say yes pass value r work not actually accurate r environment enable pass reference semantic oo framework proto use capability extensively example proto object pass function argument magic wrapper pass value r developer semantic pass reference seem pass big data frame reference would common problem wonder approach whether library enable searching not discover one nothing available approach would create proto object wrap datum frame would appreciate pointer syntactic sugar add object make useful e g overload [ [ operator well gotcha look not r expert bonus point type agnostic pass reference solution integrate nicely r though need exclusively datum frame," performance, r, dataframe, data.table, proto"
dynamically fill jenkin choice parameter git branch specify repo,parameterized jenkin job require input specific git branch specific git repo currently parameter string parameter way make parameter choice parameter dynamically fill drop list git branch not want require someone maintain choice parameter manually configure drop every time new branch create," git, parameters, branch, jenkins, choice"
would well concurrent task node js fiber web worker thread,stumble node js sometime ago like lot soon find lack badly ability perform cpu intensive task start google get answer solve problem fiber webworker thread thread gogo one use confusion one definitely need use afterall purpose server good io nothing else suggestion need update think way late need suggestion think let thread use thread_a_gogo maybe webworker need create limit creation process not imply system probably overhead exceed limit fork new node start create thread way go till reach limit process big overhead limit reach start queue task whenever thread become free assign new task way go smoothly think idea good bit new process thread stuff not expertise please share opinion thank," multithreading, node.js, concurrency, web-worker, fibers"
make jenkin hudson job surveil job decide whether build not,problem give job string level_x job name x number want every job x n surveil every job x n start build finish success want job x n surveil job interval minute first interested know good way second want solution one implement small script maybe groovy script run system groovy script use groovy plugin," groovy, hudson, jenkins, hudson-plugins, jenkins-plugins"
ora tns listener not currently know service request connect descriptor,application run locally experience follow error ora tns listener not currently know service request connect descriptor test connection use tnspe resolve correctly try sqlplus try connect fail error use syntax sqlplus sqlplus username passwordaddressname[ host name ] verify tns listener server run oracle server run not know change make environment anything else test," oracle, oracle11g, sqlplus, ora-12514, tnsping"
set image property uiimageview cause major lag,let tell problem try solve uiscrollview load subviews one scroll leave right subview image around x scroll view view experience quite bit lag investigate discover unload view try lag go figure synchronous caching image cause lag create subclass uiimageview load image asynchronously loading code look like following self dispatchqueue return serial dispatch queue void loadimagenamed nsstring name dispatch_async self dispatchqueue ^ uiimage image [ uiimage imagename name ] dispatch_sync dispatch_get_main_queue ^ self image image however change uiimageviews subclass still experience lag not sure lessen not boil cause problem self image image cause much lag first load please help," performance, asynchronous, uiimageview, uiimage, core-graphics"
mvvm unity prism mef caliburn I use,please help getting lose write small desktop application control screen later integrate small web site also screen idea let user edit video select image share result friend desktop app use c wpf web site asp net mvc read grow application past screen would easy use mvvm start search discover caliburn micro mvvm light download tutorial get ready deep dive material find also prism mef unity reactiveui become much terrible learn new thing take age study wpf asp net mvc not want study lot new material find later not relevant not architect instruct question could put framework technology perspective suggest focus study use esp later use windows," prism, unity-container, mef, mvvm-light, caliburn.micro"
create folder sub folder excel vba,pull menu company populate list another sheet three column company job part number job create need folder say company sub folder say part number go path would look like c\images\company name\part number\ either company name part number exist not create overwrite old one go next step folder exist nothing happen one not exist create require another question way make work mac pc," excel, vba, macos, directory, create-directory"
fsgs register intend,know follow register use suppose cs code segment use ip ds datum segment use mov es destination segment use movs etc ss stack segment use sp follow register intend use fs file segment gs note not ask particular operating system ask intend use cpu anything," assembly, x86, cpu-architecture, cpu-registers, memory-segmentation"
compojure route different middleware,currently write api clojure use compojure ring associated middleware try apply different authentication code depend route consider follow code defroute public route get public endpoint [ ] public endpoint defroute user route get user endpoint [ ] user endpoint get user endpoint [ ] user endpoint defroute admin route get admin endpoint [ ] admin endpoint def app handler api route public route user route wrap basic authentication user auth admin route wrap basic authentication admin auth not work expect wrap basic authentication indeed wrap route gets try regardless wrap route specifically request need route admin route user auth still try fail resort use context root route common base path quite constraint code may not work simply illustrate idea defroute user route get endpoint [ ] user endpoint get endpoint [ ] user endpoint defroute admin route get endpoint [ ] admin endpoint def app handler api route public route context user [ ] user route wrap basic authentication user auth context admin [ ] admin route wrap basic authentication admin auth wonder miss something way achieve want without constraint defroute without use common base path ideally would none," clojure, routes, middleware, compojure, ring"
conda condi conde condu,read reason schemer intuition conde work however not find formal definition conde conda condu condi aware httpswww cs indiana eduwebyrd seem example rather definition formal definition conde conda condi condu somewhere," clojure, scheme, clojure-core.logic, minikanren, reasoned-schemer"
org hibernate assertionfailure null entry not flush session exception occur,hibernate jsf application go deployment server suddenly throw org hibernate assertionfailure null exception provide stack trace code immediately four important issue first happen deployment server jboss mysql run windows sever not happen development machine tomcat mysql run windoe pro also not staging environment jboss mysql run linux research seem people get error try insert object get error simple query various different query actually error pop several page randomly error hit every jboss restart go away time later return also not consistent click not even hit simple refresh page return fine use cp config idea go code detail happen address object full hbm xml version doctype hibernate map public hibernate hibernate mapping dtd en httphibernate sourceforge nethibernatemapping dtd hibernate mapping packagecom idex auctions model class nameaddress tableaddress lazytrue nameaddressid columnaddressid generator classnative id property namestreet columnstreet property namecity columncity property namezip columnzip property namestate columnstate property nameregion columnregion property namecountry columncountry many one nameuser classcom idex auctions model user columnuserid uniquetrue cascadesave update class hibernate mapping java class straight forward public class address implement serializable private static final long serialversionuid l private long addressid private string street private string city private string zip private string state private string region private string country private user user public address public long getaddressid return addressid public void setaddressid long addressid addressid addressid public string getstreet return street public void setstreet string street street street public string getcity return city public void setcity stre city city city public string getzip return zip public void setzip string zip zip zip public string getstate return state public void setstate stre state state state public string getregion return region public void setregion stre region region region public string getcountry return country public void setcountry string country country country public user getuser return user public void setuser user user user user cp configuration property namehibernate cp acquire_incrementproperty property namehibernate cp idle_test_periodproperty property namehibernate cp max_sizeproperty property namehibernate cp min_sizeproperty property namehibernate cp timeoutproperty property namehibernate cp max_statementsproperty property nameconnection provider_classorg hibernate connection cpconnectionproviderproperty version use hibernate jar cp jar myfacesapi jar myfacesimpl jar mysqlconnectorjava bin jar full stacktrace org hibernate assertionfailure null com idex auctions model address entry not flush session exception occur org hibernate event def defaultflushentityeventlistener checkid defaultflushentityeventlistener java org hibernate event def defaultflushentityeventlistener getvalue defaultflushentityeventlistener java org hibernate event def defaultflushentityeventlistener onflushentity defaultflushentityeventlistener java org hibernate event def abstractflushingeventlistener flushentitie abstractflushingeventlistener java org hibernate event def abstractflushingeventlistener flusheverythingtoexecution abstractflushingeventlistener java org hibernate event def defaultautoflusheventlistener onautoflush defaultautoflusheventlistener java org hibernate impl sessionimpl autoflushifrequired sessionimpl java org hibernate impl sessionimpl list sessionimpl java org hibernate impl queryimpl list queryimpl java com idex auctions manager databasemanager getallobjects databasemanager java com idex auctions ui navbean gotohome navbean java sun reflect generatedmethodaccessor invoke unknown source sun reflect delegatingmethodaccessorimpl invoke unknown source java lang reflect method invoke unknown source javax el beanelresolver invokemethod beanelresolver java javax el beanelresolver invoke beanelresolver java javax el compositeelresolver invoke compositeelresolver java org apache el parser astvalue getvalue astvalue java org apache el valueexpressionimpl getvalue valueexpressionimpl java org apache myfaces view facelets el contextawaretagvalueexpression getvalue contextawaretagvalueexpression java javax faces component _deltastatehelper eval _deltastatehelper java javax faces component uioutcometarget getoutcome uioutcometarget java org apache myfaces shared renderkit html htmlrendererutils getoutcometargethref htmlrendererutils java org apache myfaces shared renderkit html htmllinkrendererbase renderoutcomelinkstart htmllinkrendererbase java org apache myfaces shared renderkit html htmllinkrendererbase encodebegin htmllinkrendererbase java javax faces component uicomponentbase encodebegin uicomponentbase java javax faces component uicomponent encodeall uicomponent java javax faces component uicomponent encodeall uicomponent java javax faces component uicomponent encodeall uicomponent java org apache myfaces view facelets faceletviewdeclarationlanguage renderview faceletviewdeclarationlanguage java org apache myfaces application viewhandlerimpl renderview viewhandlerimpl java com ocpsoft pretty faces application prettyviewhandler renderview prettyviewhandler java javax faces application viewhandlerwrapper renderview viewhandlerwrapper java org apache myfaces tomahawk application resourceviewhandlerwrapper renderview resourceviewhandlerwrapper java com idex auctions ui customviewhandler renderview customviewhandler java org apache myfaces lifecycle renderresponseexecutor execute renderresponseexecutor java org apache myfaces lifecycle lifecycleimpl render lifecycleimpl java javax faces webapp facesservlet service facesservlet java com ocpsoft pretty prettyfilter dofilter prettyfilter java com ocpsoft pretty prettyfilter dofilter prettyfilter java," mysql, windows, hibernate, jsf-2, jboss"
good practice searchable archive thousand document pdf andor xml,revisit stall project look advice modernize thousand old document make available via web document exist various format obsolete doc pagemaker hardcopy ocr pdf etc fund available migrate document modern format many hardcopie already ocrd pdfs originally assume pdf would final format open suggestion xml doc common format would like make content available searchable via web interface would like flexibility return portion page entire document search hit find believe lucene elasticsearch make possible might flexible content xml store xml directly database discrete file filesystem embed image graph document curious might approach no wrong answer look many input possible help proceed thank advice," xml, pdf, lucene, full-text-search, elasticsearch"
reason not use postgresql build full text search heroku,prepare deploy rail app heroku require full text search run vps use mysql sphinx however want use sphinx solr heroku would need pay add notice postgresql db use heroku build full text search capability reason could not use postgress full text search slow sphinx major limitation," postgresql, heroku, solr, full-text-search, sphinx"
I parse io string haskell,get problem haskell text file look like [ ] not idea get first number list last line dot end line try build parser function call readfile return monad call io string not know get information type string prefer work array char maybe function convert io string [ char ]," string, parsing, haskell, io, monads"
referencedcolumnname use jpa,jpa attribute call referencedcolumnname set joincolumn primarykeyjoincolumn idea behind setting someone give good example use," hibernate, jpa, orm, eclipselink, openjpa"
custom vs user control,read explanation difference user custom control example httpwww wpftutorial netcustomvsusercontrol html want create example simple composition datagrid comboboxe responsible change value datagrid item want create specific control go use lot time would like implement logic behind xaml invocation specify itemssource example create user custom control since property logic viewmodel control edit know article clear conceptual separation option," wpf, user-controls, wpf-controls, custom-controls, viewmodel"
conflict free replicate data type crdt vs paxos raft,good idea use something like crdt instead paxos raft," scalability, distributed, paxos, raft, crdt"
import zip file mysql use command line,import zip file mysql use cmd right syntax import sql zip file mysql use cmd following xz backup sql gz mysql u root test always get follow error," mysql, database, cmd, winzip, xz"
put remote file hadoop without copy local disk,write shell script put datum hadoop soon generate ssh master node copy file folder put hadoop look shell command get rid copy file local disk master node well explain need find far copy file master nod local disk scp test txt usernamemasternodefoldername already setup ssh connection use key no password need use ssh remotely execute hadoop put command ssh usernamemasternode hadoop dfs put foldername test txt hadoopfoldername look pipe combine two step one skip local copy file masternode local disk thank word want pipe several command way," unix, ssh, hadoop, copying, piping"
define marker watershed opencv,write android opencv segment image similar use marker control watershed without user manually mark image plan use regional maxima marker minmaxloc would give value restrict blob interested utilize result findcontour cvblob blob restrict roi apply maxima blob," opencv, image-processing, computer-vision, image-segmentation, watershed"
restful get response return resource,number developer friendly would say religious discussion whether get request restful api return request resource let assume follow get request httpmy api comrestusers currently return name jim age favoritecolor blue note miss result set basically camp battle issue camp caller make get request already know therefore result set not include caller need datum enable ui editing caller need pass perhaps add member json manually folk camp also argue presence result set would indicate value modify course not camp without json result set not use natively edit update operation ui form instead ajax callback mechanism need responsible pass around field manually add result set seem klunky error prone ui guy make argument result set feel like miss datum present namely camp folk concern consistency ever collection user object return api object must include therefore consistency singleton version get also include camp folk suggest get request user could return meta datum form hypermedia selflink would include not esoteric right argument either approach take dictate shape api affect work load several developer new week," json, api, rest, restful-architecture, data-consistency"
I copy folder remote local use scp,copy folder remote local host use scp use ssh log server would like copy remote folder foo local home user desktop achieve," shell, ssh, command-line, copy, scp"
pusher vs pubnub vs open source socket io signalr net faye jwebsocket,evaluate pusher pubnub moment enable bi directional realtime communication primarily web client server look impressive pusher doc seem well pubnub scalability reliability clearly strong point however manage budget concerned pusher pubnub cost may become issue therefore consider use one open source alternative look primarily socket io faye jwebsocket concern though run service though anyone actually scale socket io open source solution multiple server pubnub claim deal message second somewhat doubt socket io could without unfathomable number server would work feature pay service likely go miss line go open source solution latency really go concern server aw anyway pubnub multiple location expect reduce latency although message need send us japan server japan would not help latency still need travel one way another thank advice," websocket, socket.io, signals, pubnub, ably-realtime"
force line buffering stdout pipeline,usually stdout line buffer word long printf argument end newline expect line print instantly not appear hold use pipe redirect tee c program output string always \n terminate stdout run everything print correctly right time expect however pipe tee tee output txt not print anything quit defeat purpose use tee know could fix add fflush stdout print operation c program clean easy way command run example would force stdout line buffer even use pipe," unix, buffer, pipe, stdout, tee"
introduction erlang otp production application deployment,would like develop deploy erlang otp application production vps pretty familiar develop erlang code local machine question deployment basically would like know step take order move erlang code local machine production server make run e available user note read documentation erlang command line erlang code module erlang release still not sure pursue require task however guess deploy erlang base software server bit tricky sudo tasksel lamp plan erlang otp application mochiweb couchdb couchbeam boss_db dependency newbie question deploy stuff production server follow plan use ubuntu server well choice linux distro use erlang otp production code organize put application home myapp dir put dependency home myapp dep put dependency usr local lib erlang lib return code get_path somehow update dependency regularly freeze make whole application start server start kind bash script anything else know erlang allow hot code upgrade organize rail could update code git anything similar exist erlang world," deployment, erlang, production, erlang-otp, mochiweb"
bind use tcp use server side not client side,want know exact function bind tcp mean bind local address socket assign port number socket not use client know port assign os automatically client side not get big picture work bind listen bind relate listen listen know bind execute change bind make know mean return zero successful execution help go many definition no could get detail anyone please explain grateful," sockets, networking, tcp, network-programming, bind"
create no activate form firemonkey,xcode add method nsview subclass prevent window become active click bool shoulddelaywindoworderingforevent nsevent theevent return yes bool acceptsfirstmouse nsevent theevent return yes void mousedown nsevent theevent [ [ [ nsapp ] ] preventwindowordering ] windows platform simple code hwnd hwnd findwindoww string fm fmxformclassname c_str fmxformcaption c_str setwindowlong hwnd gwl_exstyle getwindowlong hwnd gwl_exstyle ws_ex_noactivate subclass nsview prevent fmx tform become active click create no activate form firemonkey," macos, delphi, delphi-xe2, c++builder, firemonkey"
html require readonly input form,make form one input tag onclick event handler open popup choose stuff autofill input tag input tag also readonly right datum enter code input tag input typetext nameformafterrederict idformafterrederict size require readonlyreadonly onclickchoose_le_page required attribute not work chrome field require anybody know make work," forms, html, google-chrome, readonly, required-field"
upload project github,check upload project git repository github still no idea get project upload github repository new github no idea create repository want upload project look repository page upload button kind not see anything sort look link provide far still get nowhere mention command line window command line git bash not get either anything also try use git gui select folder want say not git repository need zip try add gitconfig file folder not make difference," upload, github, repository, git-bash, git-gui"
localize template use require js backbone underscore,question template localize use require js underscore template backbone js application need localise fly embark path later prove problematic well solution one consider concerned speed memory repeatedly merge process language array assume thousand language string current approach work look processor heavy use bundling approach create language include essentially contain translate element template merge object array element model attribute backbone pass merged lot underscore template define [ backbone model model text template html nls translatedbit ] function backbone mymodel templatetext translationobject var view backbone view extend model initialize function params model new mymodel render function callback get model attribute var templateparam _ clone model attributes bolt tranlsated element establish require js plugin templateparams translationobject pass lot ot template var template _ template templatetext model attributes el html template return return view template read modelattribute translationstring well solution well templating engine [ well purpose mustache may advantage localize easily cache localise result allow model attribute pass later ] note language may need change fly another concern plugin may end get transation json request template model still require merge object try avoid," templates, backbone.js, localization, requirejs, underscore.js"
export specific row postgresql table insert sql script,database schema name nyummy table name cimory create table nyummy cimory numeric not null name character varying not null city character varying not null constraint cimory_pkey primary key want export cimory table datum insert sql script file however want export record datum city equal tokyo assume city datum lowercase not matter whether solution freeware gui tool command line although gui tool solution well try pgadmin iii not find option," postgresql, insert, export, sql-scripts, postgresql-copy"
possible run cuda amd gpu,would like extend skill set gpu computing familiar raytracing realtime graphics opengl next generation graphic high performance computing seem gpu computing something like currently use amd hd graphic card home computer could write cuda code intuition no since nvidia release compiler binary might wrong second general question start gpu computing certain often ask question good see figure field change quite bit since," cuda, gpu, gpgpu, nvidia, amd"
invoke second script argument script,script read configuration file result set name value pair would like pass argument function second powershell script not know parameter place configuration file design time right point need invoke second powershell script basically one variable path second script second variable array argument pass script identify path variable variable contain path second script scriptpath might value like c\the\path\to\the\second\script ps variable contain argument argumentlist might look something like configfilename doohickey txt rootdirectory c\some\kind\of\path max get state affair execution script ps argument argumentlist would like write host command second script visible console first script invoke try dot source invoke command invoke expression start job not find approach not produce error example think easy first route try start job call follow start job filepath scriptpath argumentlist argumentlist fail error system management automation validationmetadataexception attribute not add would cause variable configfilename value configfilename become invalid case configfilename first parameter param list define second script invocation apparently try set value configfilename obviously intend identify parameter name not set value miss edit ok mock call script file name invokee ps param [ parameter mandatorytrue ] [ alias rc ] [ string ] [ validatescript test path _ pathtype leaf ] configurationfilename [ alias e ] [ switch ] evaluate [ array ] [ parameter valuefromremainingargumentstrue ] remain function sayhelloworld write host hello everybody config file configurationfilename exitonerror write host mention tell evaluate thing write host currently live gscriptdirectory write host remain argument remain set content \hello world txt work gscriptpath myinvocation mycommand path gscriptdirectory split path gscriptpath parent sayhelloworld mock call script file name invoker ps function poketheinvokee scriptpath join path path childpath invokee ps scriptpath executioncontext sessionstate path getunresolvedproviderpathfrompspath scriptpath configpath join path path childpath invoker ps configpath executioncontext sessionstate path getunresolvedproviderpathfrompspath configpath argumentlist argumentlist configurationfilename ` configpath ` argumentlist evaluate write host attempt invoke expression ` scriptpath ` argumentlist invoke expression ` scriptpath ` argumentlist invoke expression \invokee ps configurationfilename ` \invoker ps ` evaluate write host invokee invoke poketheinvokee run invoker ps error currently get first call invoke expression invoke expression must provide value expression right hand side operator second call work fine one significant difference first version use argument whose path space second not mishandle presence space path," powershell, parameter-passing, command-line-arguments, invoke-command, start-job"
detect significant change trend time series datum,array say sample would want able note trend whether decrease n increase sample time interval basically sample array buffer fill every say ms note general trend look not individual derivative would obtain use finite difference numerical differentiation technique basically expect datum noisy might even filtering general trend increase decrease behaviour look want integrate increase decrease behaviour every ms trigger event user interface event blink lead not delay processing long detect general trend thank advance," algorithm, statistics, real-time, signal-processing, numerical"
leave tmux scrollback terminal iterm,usually tmux show much output however many row terminal currently display detach clear content know look scrollback ctrla [ k configure tmux print output terminal not use like tmux awful remember nohup certain task make view output long run job easy would like able view scrollback naturally simply scroll back iterm alternatively way screen use," ssh, tmux, gnu-screen, tty, iterm"
difference git tf git tfs,recently getting really feed tfs hear light end tunnel though apparently use either git tf git tfs treat code manage git able push pull central tfs server main question not sure one use git tf officially support microsoft git tfs around lot long difference try first," git, tfs, tfvc, git-tfs, git-tf"
fetch utf text mysql r return,stuck try fetch utf text mysql database r run r os x try via gui command line default locale en_us utf no matter try query result show non ascii character try set options encode utf dbmsencode utf connect via odbc set encoding resstr utf fetch result well utf variant no avail run query command line mysql client show result correctly totally stump idea not work thing try fairly minimal test case mysql u root mysql create database test mysql use test mysql create table test str varchar engine innodb default charset utf query ok row affect sec mysql insert test str value query ok row affect sec mysql select test str row set sec query table r use rodbc rmysql show str column con odbcdriverconnect driver mysqluser root dbmsencode utf sqlquery con select rtest str library rmysql load require package dbi con dbconnect mysql user root dbgetquery con select rtest str completeness sessioninfo sessioninfo r version platform x_ apple darwin x_ bit locale [ ] en_us utf en_us utf en_us utf c en_us utf en_us utf attach base package [ ] stat graphic grdevice util dataset method base attached package [ ] rmysql_ dbi_ rodbc_," mysql, r, utf-8, character-encoding, odbc"
neoj step step create automatic index,create new neoj database type node call user would like index property user identifier emailaddress one go set index database new notice neoj propertie file look support create index however set autoindexe enable auto indexing node default false node_auto_indexe true node property key auto index enable node_keys_indexable emailaddress identifi add node query find identifier know exist start n node identifier identifier user return n get missingindexexception index ` identifi ` not exist create index use start query want use config file cypher achieve e present time play power tool console," database, indexing, neo4j, cypher, database-indexes"
algorithm create color heatmap,assume value normalize algoritm get color create heatmap like red green dark blue work rmagick imagemagick," graph, colors, charts, visualization, heatmap"
dynamically generate column crosstab postgresql,try create crosstab query postgresql automatically generate crosstab column instead hardcode write function dynamically generate column list need crosstab query idea substitute result function crosstab query use dynamic sql know easily sql server limited knowledge postgresql hinder progress think store result function generate dynamic list column variable use dynamically build sql query would great someone could guide regard table pivot create table test_db kernel_id int key int value int insert test_db value function dynamically return list column crosstab create function test return text declare key_id int text_op text kernel_id int begin key_id select distinct key test_db order key loop text_op text_op key_id int end loop text_op text_op dummy text return text_op end language plpgsql query work need convert static list crosstab column generate dynamically select crosstab select kernel_id key value test_db order select distinct key test_db order x kernel_id int key int key int key int replace static list dynamically generate list column," postgresql, plpgsql, dynamic-sql, postgresql-9.1, crosstab"
many traversal need know construct bst,confused number article different site regard construct binary search tree one traversal pre post order combination two example page say give pre post level order traversal along order traversal one construct bst show construct bst pre order alone also show construct bst give pre post order traversal site find solution construct bst post order traversal know give inorder pre order traversal possible uniquely form bst regard first link provide although say not construct bst pre order post order not sort post order array get inorder traversal use pre order array form bst solution th link different give pre order sort get order use pre order get bst different solution link specifically sufficient uniquely generate bst uniquement not require simply sort get order traversal build one n possible bst recursively," algorithm, binary-search-tree, inorder, postorder, preorder"
twitter bootstrap autocomplete dropdown combobox knockoutjs,requirement use bootstrap autocomplete dropdown user free form text dropdown wish think typeahead could use bootstrap typeahead textbox need dropdown becasue want give default value headstart option case user not know search use mvc dropdownlistfor create select control find article httpsgithub comdanielfarrellbootstrapcomboboxpull take name select control control let enter free form text good far use conjunction knockoutjs bind option select value select control row render template call selector combobox make select control bootstrap comobobox add input control hide select control scene behind problem try get value post server since value put input box not valid option option give select control always set first option default becasue set binding select value select control not input box create bootstrapcombobox js question get input box data bind porperty select control bind option let know need clarification question please suggest thank," autocomplete, combobox, twitter-bootstrap, knockout.js, html.dropdownlistfor"
execute powershell script web deploy publish task vs,currently post build event configure web project use visual studio like basically call powershell script add copyright notice every cs file would like execute powershell script publish web app remote server not experience delay every time need debug project know way accomplish accord sayeds answer customize specific publish profile add pipelinedependson custombeforepublish pipelinedependson pipelinedependson propertygroup target namecustombeforepublish message text custombeforepublish importancehigh exec commandpowershell exe file quot projectdir \copyright psquot target," powershell, visual-studio-2012, publish, msdeploy, post-build-event"
cache control private,visit chesseng herokuapp com get response header look like cache control private connection keep alive content encoding gzip content type text css date tue oct gmt last modify tue oct gmt status ok transfer encoding chunk vary accept encoding x rack cache miss refresh page get cache control private connection keep alive date tue oct gmt status not modify x rack cache miss seem like cache work work cache point expire cache control max age add confusion test page httpsdevelopers google comspeedpagespeedinsights tell leverage browser cache," http, caching, http-headers, browser-cache, cache-control"
ffmpeg mux video audio another video mapping issue,would like place audio video another video without audio one command ffmpeg exe video_noaudio mov video_waudio mov vcodec copy acodec copy video_audiofromvideo mov guess map correct way get confused suggest resolve," dictionary, audio, video, ffmpeg, multiplexing"
keybinde usercontrol not work textbox focus,follow situation get usercontrol five keybinding textbox focus keybinding usercontrol stop fire way fix problem usercontrol inputbindings keybinde keypagedown modifierscontrol command binde nextcommand keybinde keybinde keypageup modifierscontrol command binde previouscommand keybinding keybinde keyend modifierscontrol command binde lastcommand keybinding keybinde keyhome modifierscontrol command binde firstcommand keybinding keybinde keyf modifierscontrol command binde setfocuscommand keybinding usercontrol inputbindings textbox text binding filtertext updatesourcetrigger propertychange textbox inputbinding keybinding gestureenter command binde relativesource relativesource ancestortype x type usercontrol path datacontext filtercommand keybinding textbox inputbindings textbox seem function key f etc alt[ key ] work presume ctrl shift modifier somehow block event bubble usercontrol," wpf, xaml, mvvm, focus, inputbinding"
pipe redirection precedence,want make clear pipe redirection take precedence command thought need confirmation work example sort name head pipe run first name head sort return name head example ls sort txt one seem straight forward testing ls sort redirect txt example fill blank," bash, unix, redirect, command, pipe"
django prefetch_relate work not filter,suppose model class photoalbum models model title models charfield max_length author models charfield max_length class photo models model album models foreignkey photoalbum format models integerfield want look subset photo subset album efficiently something like somealbum photoalbum objects filter authordavey jones prefetch_related photo_set somealbums somephoto photo_set two query expect one get album one like ` select photo photoalbum_id everything great somealbums photoalbum objects filter authordavey jones prefetch_related photo_set somealbums somephoto photo_set filter format ton query format something wrong django not smart enough realise already fetch photo filter python swear read somewhere documentation suppose," django, django-models, django-queryset, django-orm, prefetch"
oracle plsql parse xml insert table,load nested xml file database table xml version person row name tomname address state californiastate city los angelescity address row row name jimname address state californiastate city los angelescity address row person xml person table name name file name tom file value address subtable state city two column inside address want insert person row person table fail not insert address table xml could big good solution," xml, oracle, plsql, insert, xml-parsing"
deploying django gunicorn nginx,broad question would like get canonical answer try deploy site use gunicorn nginx django read ton tutorial successful not sure step follow good enough run site without problem maybe well way uncertainty annoying look detailed well explain answer newbie not want explain much know not know since could skew answer bit people could benefit less degree answer however thing would like see mention setup see work well use virtualenv move django project inside environment however see another setup folder virtual environment project setup thing way allow several site host single server people suggest use gunicorn_django b suggest gunicorn_django b test latter amazon ec instance not work former work without problem logic behind config file nginx many tutorial use drastically different configuration file confused one well example people use alias path static folder root path static folder maybe share preferred configuration file create symlink site available site enable etc nginx good practice always welcome thank," django, deployment, nginx, setup-deployment, gunicorn"
need message broker like rabbitmq database like postgresql,new message broker like rabbitmq use create task message queue scheduling system like celery question create table postgresql append new task consume consumer program like celery earth would want setup whole new tech like rabbitmq believe scaling not answer since database like postgresql work distribute environment google problem database pose particular problem find polling keep database busy low perform locking table low perform million row task polling low perform rabbitmq message broker like solve problem also find amqp protocol follow great redis also use message broker find analogous memcached rabbitmq please shed light," postgresql, redis, rabbitmq, message-queue, celery"
